GO_ID,n_genes,n_edges,density,n_components,largest_component,avg_degree,clustering,is_clique
GO_0016798_F_hydrolase_activity_acting_on_glycosyl_bonds,5,3,0.3,2,3,1.2,0.0,False
GO_0046336_P_ethanolamine_catabolic_process,7,13,0.6190476190476191,1,7,3.7142857142857144,0.9238095238095239,False
GO_0019323_P_pentose_catabolic_process,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0006816_P_calcium_ion_transport,2,1,1.0,1,2,1.0,0.0,True
GO_0047536_F_2-aminoadipate_transaminase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0005980_P_glycogen_catabolic_process,5,4,0.4,2,3,1.6,0.6,False
GO_0001228_F_DNA-binding_transcription_activator_activity_RNA_polymerase_II-specific,17,15,0.11029411764705882,4,8,1.7647058823529411,0.3137254901960785,False
GO_0004693_F_cyclin-dependent_protein_serine_threonine_kinase_activity,5,3,0.3,2,3,1.2,0.0,False
GO_0019136_F_deoxynucleoside_kinase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0009927_F_histidine_phosphotransfer_kinase_activity,5,4,0.4,2,3,1.6,0.6,False
GO_0000282_P_cellular_bud_site_selection,6,7,0.4666666666666667,1,6,2.3333333333333335,0.4166666666666667,False
GO_0033499_P_galactose_catabolic_process_via_UDP-galactose_Leloir_pathway,2,1,1.0,1,2,1.0,0.0,True
GO_0030127_C_COPII_vesicle_coat,5,10,1.0,1,5,4.0,1.0,True
GO_0030136_C_clathrin-coated_vesicle,2,1,1.0,1,2,1.0,0.0,True
GO_0000243_C_commitment_complex,4,6,1.0,1,4,3.0,1.0,True
GO_0005816_C_spindle_pole_body,19,50,0.29239766081871343,1,19,5.2631578947368425,0.6150744508329647,False
GO_0031405_F_lipoic_acid_binding,2,1,1.0,1,2,1.0,0.0,True
GO_0036177_P_filamentous_growth_of_a_population_of_unicellular_organisms_in_response_to_pH,16,48,0.4,1,16,6.0,0.7480654761904763,False
GO_0008679_F_2-hydroxy-3-oxopropionate_reductase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0000103_P_sulfate_assimilation,13,28,0.358974358974359,2,7,4.3076923076923075,0.8512820512820513,False
GO_0005685_C_U1_snRNP,5,10,1.0,1,5,4.0,1.0,True
GO_0000725_P_recombinational_repair,11,11,0.2,2,8,2.0,0.2212121212121212,False
GO_0009113_P_purine_nucleobase_biosynthetic_process,6,5,0.3333333333333333,2,4,1.6666666666666667,0.38888888888888884,False
GO_0009897_C_external_side_of_plasma_membrane,2,1,1.0,1,2,1.0,0.0,True
GO_0004467_F_long-chain_fatty_acid-CoA_ligase_activity,6,14,0.9333333333333333,1,6,4.666666666666667,0.9333333333333332,False
GO_1903561_C_extracellular_vesicle,57,167,0.10463659147869674,2,55,5.859649122807017,0.31249747994900345,False
GO_0050992_P_dimethylallyl_diphosphate_biosynthetic_process,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0043130_F_ubiquitin_binding,16,26,0.21666666666666667,3,12,3.25,0.49910714285714286,False
GO_0006813_P_potassium_ion_transport,7,4,0.19047619047619047,3,3,1.1428571428571428,0.0,False
GO_1990178_C_HU-DNA_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0019005_C_SCF_ubiquitin_ligase_complex,8,14,0.5,1,8,3.5,0.6625000000000001,False
GO_0009236_P_cobalamin_biosynthetic_process,11,35,0.6363636363636364,1,11,6.363636363636363,0.8414862914862915,False
GO_0003700_F_DNA-binding_transcription_factor_activity,223,710,0.028683391912091464,5,162,6.367713004484305,0.34459358334726786,False
GO_0008312_F_7S_RNA_binding,2,1,1.0,1,2,1.0,0.0,True
GO_0007076_P_mitotic_chromosome_condensation,5,10,1.0,1,5,4.0,1.0,True
GO_0008877_F_glucose-1-phosphatase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0008854_F_exodeoxyribonuclease_V_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0004553_F_hydrolase_activity_hydrolyzing_O-glycosyl_compounds,13,9,0.11538461538461539,4,6,1.3846153846153846,0.0,False
GO_0006780_P_uroporphyrinogen_III_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0006269_P_DNA_replication_synthesis_of_primer,7,16,0.7619047619047619,1,7,4.571428571428571,0.8666666666666668,False
GO_0004371_F_glycerone_kinase_activity,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0008184_F_glycogen_phosphorylase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0017070_F_U6_snRNA_binding,2,1,1.0,1,2,1.0,0.0,True
GO_0030286_C_dynein_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0009376_C_HslUV_protease_complex,4,4,0.6666666666666666,1,4,2.0,0.5833333333333333,False
GO_0045944_P_positive_regulation_of_transcription_by_RNA_polymerase_II,104,328,0.061239731142643763,2,102,6.3076923076923075,0.27413142950101155,False
GO_0032543_P_mitochondrial_translation,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0009507_C_chloroplast,4,4,0.6666666666666666,1,4,2.0,0.5833333333333333,False
GO_0034355_P_NAD_biosynthetic_process_via_the_salvage_pathway,2,1,1.0,1,2,1.0,0.0,True
GO_0016260_P_selenocysteine_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0015949_P_nucleobase-containing_small_molecule_interconversion,3,3,1.0,1,3,2.0,1.0,True
GO_0009308_P_amine_metabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0004175_F_endopeptidase_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0032506_P_cytokinetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0019346_P_transsulfuration,9,11,0.3055555555555556,2,5,2.4444444444444446,0.6851851851851852,False
GO_0001403_P_invasive_growth_in_response_to_glucose_limitation,9,11,0.3055555555555556,2,6,2.4444444444444446,0.4259259259259259,False
GO_0016925_P_protein_sumoylation,4,6,1.0,1,4,3.0,1.0,True
GO_0022904_P_respiratory_electron_transport_chain,10,14,0.3111111111111111,1,10,2.8,0.8,False
GO_0019288_P_isopentenyl_diphosphate_biosynthetic_process_methylerythritol_4-phosphate_pathway,10,21,0.4666666666666667,2,6,4.2,1.0,False
GO_0062197_P_cellular_response_to_chemical_stress,2,1,1.0,1,2,1.0,0.0,True
GO_0005759_C_mitochondrial_matrix,37,69,0.1036036036036036,2,34,3.72972972972973,0.5086229086229086,False
GO_0016562_P_protein_import_into_peroxisome_matrix_receptor_recycling,5,7,0.7,1,5,2.8,0.7,False
GO_1990060_C_maltose_transport_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0030491_P_heteroduplex_formation,2,1,1.0,1,2,1.0,0.0,True
GO_0015169_F_glycerol-3-phosphate_transmembrane_transporter_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0003713_F_transcription_coactivator_activity,7,8,0.38095238095238093,1,7,2.2857142857142856,0.5714285714285714,False
GO_0005694_C_chromosome,11,19,0.34545454545454546,2,8,3.4545454545454546,0.7935064935064934,False
GO_0003968_F_RNA-directed_RNA_polymerase_activity,5,10,1.0,1,5,4.0,1.0,True
GO_0005742_C_mitochondrial_outer_membrane_translocase_complex,5,10,1.0,1,5,4.0,1.0,True
GO_0015867_P_ATP_transport,3,3,1.0,1,3,2.0,1.0,True
GO_0110142_C_ubiquinone_biosynthesis_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0051087_F_protein-folding_chaperone_binding,17,43,0.3161764705882353,2,12,5.0588235294117645,0.7298319327731093,False
GO_0000796_C_condensin_complex,5,10,1.0,1,5,4.0,1.0,True
GO_0004844_F_uracil_DNA_N-glycosylase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0004854_F_xanthine_dehydrogenase_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0006072_P_glycerol-3-phosphate_metabolic_process,3,3,1.0,1,3,2.0,1.0,True
GO_0004932_F_mating-type_factor_pheromone_receptor_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0009383_F_rRNA_cytosine-C5-_-methyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0005787_C_signal_peptidase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0006102_P_isocitrate_metabolic_process,4,6,1.0,1,4,3.0,1.0,True
GO_0045271_C_respiratory_chain_complex_I,7,11,0.5238095238095238,2,5,3.142857142857143,0.7142857142857143,False
GO_0034039_F_8-oxo-7_8-dihydroguanine_DNA_N-glycosylase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0044716_F_8-oxo-GDP_phosphatase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0008972_F_phosphomethylpyrimidine_kinase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0005811_C_lipid_droplet,13,18,0.23076923076923078,1,13,2.769230769230769,0.3153846153846154,False
GO_0036166_P_phenotypic_switching,33,108,0.20454545454545456,2,30,6.545454545454546,0.6671411080501989,False
GO_0000917_P_division_septum_assembly,18,48,0.3137254901960784,2,15,5.333333333333333,0.7839768256434922,False
GO_0019545_P_arginine_catabolic_process_to_succinate,5,10,1.0,1,5,4.0,1.0,True
GO_0000142_C_cellular_bud_neck_contractile_ring,6,14,0.9333333333333333,1,6,4.666666666666667,0.9333333333333332,False
GO_0050218_F_propionate-CoA_ligase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0000082_P_G1_S_transition_of_mitotic_cell_cycle,17,45,0.33088235294117646,1,17,5.294117647058823,0.513458110516934,False
GO_0071933_F_Arp2_3_complex_binding,3,3,1.0,1,3,2.0,1.0,True
GO_0000147_P_actin_cortical_patch_assembly,5,6,0.6,1,5,2.4,0.6,False
GO_0030870_C_Mre11_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0030332_F_cyclin_binding,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0000979_F_RNA_polymerase_II_core_promoter_sequence-specific_DNA_binding,2,1,1.0,1,2,1.0,0.0,True
GO_0006548_P_L-histidine_catabolic_process,3,3,1.0,1,3,2.0,1.0,True
GO_0008094_F_ATP-dependent_activity_acting_on_DNA,5,5,0.5,1,5,2.0,0.4666666666666666,False
GO_0000400_F_four-way_junction_DNA_binding,5,4,0.4,2,3,1.6,0.6,False
GO_0019239_F_deaminase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0030864_C_cortical_actin_cytoskeleton,3,3,1.0,1,3,2.0,1.0,True
GO_0120159_F_rRNA_pseudouridine_synthase_activity,6,9,0.6,1,6,3.0,0.611111111111111,False
GO_0046104_P_thymidine_metabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0044407_P_single-species_biofilm_formation_in_or_on_host_organism,8,16,0.5714285714285714,1,8,4.0,0.5375000000000001,False
GO_0006297_P_nucleotide-excision_repair_DNA_gap_filling,3,3,1.0,1,3,2.0,1.0,True
GO_0008757_F_S-adenosylmethionine-dependent_methyltransferase_activity,8,8,0.2857142857142857,2,6,2.0,0.375,False
GO_0006089_P_lactate_metabolic_process,7,5,0.23809523809523808,3,3,1.4285714285714286,0.42857142857142855,False
GO_0003959_F_NADPH_dehydrogenase_activity,5,7,0.7,1,5,2.8,0.7,False
GO_0097175_P_1_6-anhydro-N-acetyl-beta-muramic_acid_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0030620_F_U2_snRNA_binding,6,7,0.4666666666666667,2,4,2.3333333333333335,0.6666666666666666,False
GO_0000054_P_ribosomal_subunit_export_from_nucleus,8,8,0.2857142857142857,2,6,2.0,0.375,False
GO_0030126_C_COPI_vesicle_coat,4,6,1.0,1,4,3.0,1.0,True
GO_0070210_C_Rpd3L-Expanded_complex,7,14,0.6666666666666666,1,7,4.0,0.8428571428571427,False
GO_0007231_P_osmosensory_signaling_pathway,2,1,1.0,1,2,1.0,0.0,True
GO_0003855_F_3-dehydroquinate_dehydratase_activity,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0006012_P_galactose_metabolic_process,5,7,0.7,1,5,2.8,0.7666666666666666,False
GO_1900231_P_regulation_of_single-species_biofilm_formation_on_inanimate_substrate,20,65,0.34210526315789475,1,20,6.5,0.5656116106116106,False
GO_0005783_C_endoplasmic_reticulum,71,174,0.07002012072434607,2,69,4.901408450704225,0.48453651200130077,False
GO_0003678_F_DNA_helicase_activity,6,6,0.4,1,6,2.0,0.35000000000000003,False
GO_0004590_F_orotidine-5_-phosphate_decarboxylase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0003924_F_GTPase_activity,75,222,0.08,2,58,5.92,0.38798745698745685,False
GO_0016579_P_protein_deubiquitination,6,7,0.4666666666666667,1,6,2.3333333333333335,0.5,False
GO_0042910_F_xenobiotic_transmembrane_transporter_activity,19,41,0.23976608187134502,3,14,4.315789473684211,0.41729323308270677,False
GO_0008206_P_bile_acid_metabolic_process,3,3,1.0,1,3,2.0,1.0,True
GO_0045254_C_pyruvate_dehydrogenase_complex,4,6,1.0,1,4,3.0,1.0,True
GO_0030123_C_AP-3_adaptor_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0006011_P_UDP-alpha-D-glucose_metabolic_process,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0009246_P_enterobacterial_common_antigen_biosynthetic_process,7,21,1.0,1,7,6.0,1.0,True
GO_0042931_F_enterobactin_transmembrane_transporter_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0019432_P_triglyceride_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0032511_P_late_endosome_to_vacuole_transport_via_multivesicular_body_sorting_pathway,3,3,1.0,1,3,2.0,1.0,True
GO_1900439_P_positive_regulation_of_filamentous_growth_of_a_population_of_unicellular_organisms_in_response_to_chemical_stimulus,16,26,0.21666666666666667,3,12,3.25,0.2910714285714286,False
GO_0016758_F_hexosyltransferase_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0035435_P_phosphate_ion_transmembrane_transport,8,12,0.42857142857142855,1,8,3.0,0.6875,False
GO_0090262_P_regulation_of_transcription-coupled_nucleotide-excision_repair,2,1,1.0,1,2,1.0,0.0,True
GO_0019344_P_cysteine_biosynthetic_process,7,8,0.38095238095238093,2,4,2.2857142857142856,0.9047619047619049,False
GO_0015212_F_cytidine_transmembrane_transporter_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0070058_P_tRNA_gene_clustering,3,3,1.0,1,3,2.0,1.0,True
GO_0072687_C_meiotic_spindle,2,1,1.0,1,2,1.0,0.0,True
GO_0000128_P_flocculation,6,5,0.3333333333333333,2,4,1.6666666666666667,0.38888888888888884,False
GO_0006636_P_unsaturated_fatty_acid_biosynthetic_process,3,3,1.0,1,3,2.0,1.0,True
GO_0000146_F_microfilament_motor_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0002181_P_cytoplasmic_translation,18,76,0.49673202614379086,2,16,8.444444444444445,0.6322927072927073,False
GO_0035861_C_site_of_double-strand_break,11,36,0.6545454545454545,1,11,6.545454545454546,0.8050505050505049,False
GO_0032049_P_cardiolipin_biosynthetic_process,5,3,0.3,2,3,1.2,0.0,False
GO_0019299_P_rhamnose_metabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0019899_F_enzyme_binding,2,1,1.0,1,2,1.0,0.0,True
GO_0008556_F_P-type_potassium_transmembrane_transporter_activity,4,6,1.0,1,4,3.0,1.0,True
GO_0044183_F_protein_folding_chaperone,10,12,0.26666666666666666,2,6,2.4,0.7533333333333334,False
GO_0032993_C_protein-DNA_complex,21,28,0.13333333333333333,2,19,2.6666666666666665,0.32751322751322753,False
GO_0004601_F_peroxidase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0004619_F_phosphoglycerate_mutase_activity,5,3,0.3,2,3,1.2,0.0,False
GO_0071467_P_cellular_response_to_pH,18,68,0.4444444444444444,1,18,7.555555555555555,0.7925284591951258,False
GO_0034498_P_early_endosome_to_Golgi_transport,2,1,1.0,1,2,1.0,0.0,True
GO_0000973_P_post-transcriptional_tethering_of_RNA_polymerase_II_gene_DNA_at_nuclear_periphery,3,3,1.0,1,3,2.0,1.0,True
GO_0016020_C_membrane,489,1041,0.008724730966509102,34,240,4.257668711656442,0.2970903874072373,False
GO_0004316_F_3-oxoacyl-_acyl-carrier-protein_reductase_NADPH_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0019003_F_GDP_binding,2,1,1.0,1,2,1.0,0.0,True
GO_0071469_P_cellular_response_to_alkaline_pH,15,17,0.1619047619047619,3,8,2.2666666666666666,0.49111111111111116,False
GO_0006279_P_premeiotic_DNA_replication,8,28,1.0,1,8,7.0,1.0,True
GO_0004040_F_amidase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0009303_P_rRNA_transcription,6,5,0.3333333333333333,2,4,1.6666666666666667,0.38888888888888884,False
GO_0043596_C_nuclear_replication_fork,8,18,0.6428571428571429,1,8,4.5,0.725,False
GO_0000033_F_alpha-1_3-mannosyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0034220_P_monoatomic_ion_transmembrane_transport,5,10,1.0,1,5,4.0,1.0,True
GO_0008865_F_fructokinase_activity,4,6,1.0,1,4,3.0,1.0,True
GO_0000214_C_tRNA-intron_endonuclease_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0019700_P_organic_phosphonate_catabolic_process,6,7,0.4666666666666667,2,4,2.3333333333333335,0.6666666666666666,False
GO_0035194_P_regulatory_ncRNA-mediated_post-transcriptional_gene_silencing,2,1,1.0,1,2,1.0,0.0,True
GO_0006310_P_DNA_recombination,37,162,0.24324324324324326,4,29,8.756756756756756,0.611147246750962,False
GO_0004032_F_aldose_reductase_NADPH_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0003941_F_L-serine_ammonia-lyase_activity,10,20,0.4444444444444444,2,8,4.0,0.7142857142857142,False
GO_0071793_P_bacillithiol_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0004030_F_aldehyde_dehydrogenase_NAD_P_activity,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0005743_C_mitochondrial_inner_membrane,67,346,0.15649027589326098,3,63,10.328358208955224,0.45305951837613234,False
GO_0016471_C_vacuolar_proton-transporting_V-type_ATPase_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0016233_P_telomere_capping,4,4,0.6666666666666666,1,4,2.0,0.5833333333333333,False
GO_0004449_F_isocitrate_dehydrogenase_NAD_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0018456_F_aryl-alcohol_dehydrogenase_NAD_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0004407_F_histone_deacetylase_activity,7,12,0.5714285714285714,1,7,3.4285714285714284,0.23809523809523808,False
GO_0034314_P_Arp2_3_complex-mediated_actin_nucleation,7,21,1.0,1,7,6.0,1.0,True
GO_0005674_C_transcription_factor_TFIIF_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0000730_P_DNA_recombinase_assembly,4,6,1.0,1,4,3.0,1.0,True
GO_0034599_P_cellular_response_to_oxidative_stress,74,165,0.061088485746019994,5,58,4.45945945945946,0.3726387042563512,False
GO_0004408_F_holocytochrome-c_synthase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0006031_P_chitin_biosynthetic_process,9,22,0.6111111111111112,1,9,4.888888888888889,0.5280423280423281,False
GO_0005536_F_D-glucose_binding,4,6,1.0,1,4,3.0,1.0,True
GO_0062040_C_fungal_biofilm_matrix,88,241,0.06295715778474399,2,86,5.4772727272727275,0.31545062792745654,False
GO_0043546_F_molybdopterin_cofactor_binding,9,9,0.25,2,6,2.0,0.0,False
GO_0042783_P_symbiont-mediated_evasion_of_host_immune_response,7,8,0.38095238095238093,1,7,2.2857142857142856,0.33333333333333337,False
GO_0019569_P_L-arabinose_catabolic_process_to_D-xylulose_5-phosphate,3,3,1.0,1,3,2.0,1.0,True
GO_0106310_F_protein_serine_kinase_activity,27,59,0.16809116809116809,2,24,4.37037037037037,0.3759847148736038,False
GO_0004662_F_CAAX-protein_geranylgeranyltransferase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0000144_C_cellular_bud_neck_septin_ring,4,6,1.0,1,4,3.0,1.0,True
GO_0051287_F_NAD_binding,56,96,0.06233766233766234,5,33,3.4285714285714284,0.36602891156462586,False
GO_0006400_P_tRNA_modification,7,8,0.38095238095238093,1,7,2.2857142857142856,0.2857142857142857,False
GO_0042147_P_retrograde_transport_endosome_to_Golgi,12,18,0.2727272727272727,2,10,3.0,0.4694444444444444,False
GO_0000423_P_mitophagy,6,7,0.4666666666666667,2,4,2.3333333333333335,0.6666666666666666,False
GO_0008289_F_lipid_binding,6,5,0.3333333333333333,2,4,1.6666666666666667,0.38888888888888884,False
GO_0005732_C_sno_s_RNA-containing_ribonucleoprotein_complex,3,3,1.0,1,3,2.0,1.0,True
GO_0048015_P_phosphatidylinositol-mediated_signaling,3,3,1.0,1,3,2.0,1.0,True
GO_0005484_F_SNAP_receptor_activity,11,55,1.0,1,11,10.0,1.0,True
GO_0032204_P_regulation_of_telomere_maintenance,2,1,1.0,1,2,1.0,0.0,True
GO_0015716_P_organic_phosphonate_transport,2,1,1.0,1,2,1.0,0.0,True
GO_0071038_P_TRAMP-dependent_tRNA_surveillance_pathway,2,1,1.0,1,2,1.0,0.0,True
GO_0098703_P_calcium_ion_import_across_plasma_membrane,3,3,1.0,1,3,2.0,1.0,True
GO_0000070_P_mitotic_sister_chromatid_segregation,9,12,0.3333333333333333,1,9,2.6666666666666665,0.4851851851851852,False
GO_0009288_C_bacterial-type_flagellum,5,6,0.6,1,5,2.4,0.8666666666666668,False
GO_0015847_P_putrescine_transport,2,1,1.0,1,2,1.0,0.0,True
GO_0006273_P_lagging_strand_elongation,3,3,1.0,1,3,2.0,1.0,True
GO_0045595_P_regulation_of_cell_differentiation,2,1,1.0,1,2,1.0,0.0,True
GO_0004088_F_carbamoyl-phosphate_synthase_glutamine-hydrolyzing_activity,6,6,0.4,2,3,2.0,1.0,False
GO_0009156_P_ribonucleoside_monophosphate_biosynthetic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0004115_F_3_5_-cyclic-AMP_phosphodiesterase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0070301_P_cellular_response_to_hydrogen_peroxide,2,1,1.0,1,2,1.0,0.0,True
GO_0006567_P_threonine_catabolic_process,4,4,0.6666666666666666,1,4,2.0,0.5833333333333333,False
GO_0071944_C_cell_periphery,7,5,0.23809523809523808,2,4,1.4285714285714286,0.0,False
GO_0043041_P_amino_acid_activation_for_nonribosomal_peptide_biosynthetic_process,4,4,0.6666666666666666,1,4,2.0,0.5833333333333333,False
GO_0005965_C_protein_farnesyltransferase_complex,2,1,1.0,1,2,1.0,0.0,True
GO_0019477_P_L-lysine_catabolic_process,6,5,0.3333333333333333,2,4,1.6666666666666667,0.3888888888888889,False
GO_0048471_C_perinuclear_region_of_cytoplasm,2,1,1.0,1,2,1.0,0.0,True
GO_0019237_F_centromeric_DNA_binding,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0046656_P_folic_acid_biosynthetic_process,11,25,0.45454545454545453,2,9,4.545454545454546,0.6666666666666666,False
GO_0004830_F_tryptophan-tRNA_ligase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0004298_F_threonine-type_endopeptidase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0009436_P_glyoxylate_catabolic_process,2,1,1.0,1,2,1.0,0.0,True
GO_0004177_F_aminopeptidase_activity,6,3,0.2,3,2,1.0,0.0,False
GO_0010508_P_positive_regulation_of_autophagy,4,2,0.3333333333333333,2,2,1.0,0.0,False
GO_0034440_P_lipid_oxidation,6,8,0.5333333333333333,1,6,2.6666666666666665,0.7777777777777777,False
GO_1990414_P_replication-born_double-strand_break_repair_via_sister_chromatid_exchange,2,1,1.0,1,2,1.0,0.0,True
GO_0031030_P_negative_regulation_of_septation_initiation_signaling,3,2,0.6666666666666666,1,3,1.3333333333333333,0.0,False
GO_0008061_F_chitin_binding,5,10,1.0,1,5,4.0,1.0,True
GO_0052689_F_carboxylic_ester_hydrolase_activity,3,3,1.0,1,3,2.0,1.0,True
GO_0004842_F_ubiquitin-protein_transferase_activity,8,9,0.32142857142857145,1,8,2.25,0.2916666666666667,False
GO_0065002_P_intracellular_protein_transmembrane_transport,10,37,0.8222222222222222,1,10,7.4,0.880952380952381,False
GO_0004843_F_cysteine-type_deubiquitinase_activity,6,7,0.4666666666666667,1,6,2.3333333333333335,0.5,False
GO_0006635_P_fatty_acid_beta-oxidation,21,59,0.28095238095238095,2,11,5.619047619047619,0.8098639455782313,False
GO_0003779_F_actin_binding,8,19,0.6785714285714286,1,8,4.75,0.7458333333333332,False
GO_0044550_P_secondary_metabolite_biosynthetic_process,5,6,0.6,1,5,2.4,0.6,False
GO_0045815_P_transcription_initiation-coupled_chromatin_remodeling,2,1,1.0,1,2,1.0,0.0,True
GO_0008615_P_pyridoxine_biosynthetic_process,10,18,0.4,2,7,3.6,0.6066666666666667,False
GO_0004555_F_alpha_alpha-trehalase_activity,2,1,1.0,1,2,1.0,0.0,True
GO_0006032_P_chitin_catabolic_process,6,11,0.7333333333333333,1,6,3.6666666666666665,0.7666666666666666,False
